5.670169308063573740e-17 nan nan nan nan nan
2.455622366384358976e-02 1.154631427378342244e-16 nan nan nan nan
7.738313725121746811e-02 7.002669724511451088e-02 4.336746040973557833e-17 nan nan nan
3.626357219957204031e-02 4.269509299745278402e-02 1.148539603775062534e-01 8.412138759980158703e-17 nan nan
5.925946920211189878e-02 5.344791663678347821e-02 2.551873439588260573e-02 1.091187442838877780e-01 8.055747967282069799e-17 nan
5.263648148345704408e-02 6.328159052967854969e-02 1.349171087929992852e-01 6.056829002271965634e-02 1.015442220608434587e-01 7.691764861932189248e-17
